GENE_SYMBOL,ctrl,ctrl,ctrl,mod,mod,mod
APTR,6.52014135,8.456310346,6.433901087,6.556943686,6.363408641,7.132099256
KIF9-AS1,6.899408536,6.910552614,6.814193139,6.872468033,6.770819412,7.496842248
NEAT1,7.978215977,7.593881831,7.988875272,8.347118225,8.716204533,9.054141037
TBXAS1,6.072090164,6.107612838,6.147001052,6.401257184,6.015422684,6.119222454
MIATNB,6.506423532,6.603551947,6.659995679,6.616212525,6.645617048,6.601940317
APCDD1L-AS1,5.961408004,5.926049911,5.934162273,5.892581487,5.95378038,6.204920131
SEPT7-AS1,6.47572161,6.627596198,6.498763506,6.749562798,6.790427435,6.635909611
MRPL23-AS1,6.188002099,5.856327349,5.887437872,5.976870596,6.015422684,5.840552812
APTR,7.584742318,7.148708841,7.886702463,7.593241598,7.521516198,7.99952887
KIAA1671,6.090475095,6.186361595,6.164576255,6.177333808,6.285335884,6.163311527
KLF13,6.054150446,6.186361595,6.131121709,6.119815308,6.145487923,6.078142863
SNHG5,11.7739101,12.73444879,11.59884576,10.50660439,11.48299913,11.91040583
RFX8,5.898674442,5.856327349,5.874989772,5.934802557,5.796401118,5.808954773
SNHG5,11.95238739,12.9127374,11.85225834,10.85088389,11.78836032,12.26864621
ZNF300P1,5.877025172,6.107612838,5.838429243,5.934802557,5.939881055,6.01656921
UBA6-AS1,6.746110983,6.794666312,6.925482206,6.586281996,6.780919147,6.430798746
ERVMER34-1,5.830845335,5.856327349,5.838429243,5.761190782,5.896738564,5.826203158
ERVMER34-1,8.359482827,7.743617767,6.990136219,6.838726523,8.642172869,8.470987024
MAVS,8.864241382,9.265445903,9.092864677,8.217074814,8.582886541,8.87670764
TSTD3,7.277287261,7.132275558,7.352509977,6.768779612,6.467034636,6.535775029
PWAR5,5.971165449,5.968008097,6.041940375,5.948517069,5.896738564,5.874076417
JPX,5.961408004,5.997017804,5.863283267,5.806894594,6.161239577,5.793579982
CTD-3080P12.3,6.390488103,6.299063795,6.326852912,6.366384406,6.516026171,6.601940317
LRRFIP1,6.179894579,6.138015448,6.131121709,6.470943279,6.389652591,6.324643203
FLJ37201,6.072090164,6.153327337,6.281684728,6.119815308,6.130268705,6.119222454
GM140,6.082285609,5.968008097,6.155757603,5.976870596,6.032273723,6.078142863
EWSAT1,5.779991393,5.856327349,5.761646667,5.820233401,5.924896962,5.826203158
SNAI3-AS1,6.506423532,6.475420532,6.80414005,6.785951963,6.547456209,6.670757187
NUP50-AS1,7.282486001,7.011378859,7.208861259,7.077326778,7.200281955,7.804181642
HCG18,7.865490168,7.967938388,8.067983518,7.338188669,7.482116352,7.360244986
MIR4697HG,7.677281603,7.849324576,7.859130869,6.82958665,7.521516198,6.204920131
TUG1,10.29177833,10.08599115,10.41176139,10.33465876,10.28311067,10.74783871
NR2F1-AS1,5.877025172,5.977851966,5.910578133,5.776536767,5.868231332,5.696199317
IPW,6.213916291,6.186361595,6.259500888,5.948517069,6.047061249,5.696199317
SEC14L1,9.07775987,8.666835143,8.183312743,8.316569166,9.539140776,9.532117909
FLJ46906,6.072090164,6.007179145,6.087386751,6.035419353,6.015422684,5.996630517
ZMIZ1-AS1,8.985522751,7.944435893,7.890815706,7.201164595,8.57936168,8.882662653
FLJ32255,10.66927167,10.39991491,9.56054162,9.362712493,10.71455033,10.45852598
NBAT1,6.12561242,6.277519609,6.164576255,6.280306529,6.113459092,6.394707409
CA5BP1,9.50919105,9.401097378,9.347657715,8.710592397,9.348125819,9.027086458
MIAT,5.9419611,6.025139231,6.07795982,6.091805284,5.924896962,6.119222454
ZNF519,5.961408004,5.977851966,5.934162273,5.976870596,5.999274913,5.996630517
CTD-3080P12.3,6.054150446,6.130268705,6.114113827,6.148657852,6.015422684,6.163311527
ZNF876P,5.841882949,5.968008097,5.863283267,5.934802557,5.896738564,5.874076417
MIATNB,7.135826376,6.930559769,7.072618653,7.283597584,6.790427435,6.670757187
FLJ46906,6.506423532,6.62128768,6.709044208,7.00982845,6.780919147,6.569106721
PCAT19,7.01948731,7.102290536,6.954486973,6.955085082,6.730397149,7.0797208
MDM4,11.58976849,11.58782404,11.7380286,12.12345331,11.96555523,12.20722245
SRP14-AS1,6.213916291,6.668043926,6.568259942,6.329699984,6.145487923,5.996630517
CDYL2,7.781757707,8.097810092,8.073288438,8.242081785,7.678398825,7.640136351
MIR143HG,5.961408004,6.202123531,6.020955803,6.064226621,5.984051854,5.924218326
SNHG11,6.31388043,6.482006716,6.585767127,6.616212525,6.363408641,6.24576971
UBA6-AS1,6.459934824,6.482006716,6.460356182,6.377681278,6.389652591,5.978113552
FAM200B,7.879797555,7.805177179,8.206089817,8.234642892,8.076009978,8.736181993
STMN1,7.447667621,5.937125414,5.898674442,5.86384962,5.812112834,5.924218326
KLF13,6.938512469,6.5043364,6.164576255,6.119815308,6.624382719,6.601940317
FAM200B,8.055541892,7.917146052,7.83458382,8.504021545,8.013210911,8.685697365
PVT1,6.665305247,6.475420532,6.597690561,6.503246262,6.441888677,6.01656921
TIAM2,6.551197156,6.603551947,6.870760826,6.921339235,6.881760562,7.039365435
KC6,5.723935248,5.808807715,5.813432792,5.86384962,5.782913898,5.840552812
CRYBG3,7.615040927,7.864411594,7.371303575,7.619218989,7.84304606,7.909940126
NEAT1,12.97144694,12.74501563,13.37808299,12.71992643,13.1041816,12.4620251
CCDC171,8.712976416,8.464251023,7.66618331,8.328056109,8.859985027,8.723653581
HCG18,10.09047256,10.3910878,10.23084647,9.696894246,9.838329378,9.740054152
SNHG5,11.15529666,12.35570602,10.74835279,9.40337574,10.8390097,11.35041949
C7orf71,5.910166928,5.937125414,5.910578133,5.892581487,5.882345737,5.996630517
BPESC1,5.961408004,5.856327349,5.910578133,5.86384962,5.924896962,5.978113552
DLEU1,7.396304953,7.227712056,6.77304479,7.069614554,7.44104103,7.669720174
C14orf132,6.536396866,6.813625272,6.347956392,6.107313924,6.416393162,6.036675687
DDAH1,6.349574798,5.808807715,5.910578133,5.892581487,5.882345737,5.858247127
MIR100HG,6.248076373,6.210051752,6.095366565,6.020670127,6.258532103,6.430798746
IPW,6.179894579,6.090837995,6.050299239,5.963523321,6.218490296,6.057186885
BLCAP,6.430631508,6.383839782,6.347956392,6.492940193,6.363408641,6.430798746
TDRG1,10.38023762,10.32718288,9.338056619,9.734742251,10.45738893,10.4069361
GDNF-AS1,6.196851203,5.997017804,5.838429243,5.948517069,5.868231332,5.742836117
MIAT,5.961408004,6.098738651,6.067917994,6.035419353,5.896738564,5.891332024
SNHG17,8.376153238,7.673046431,7.839100191,7.55258665,7.501501583,8.232561332
ZNF124,6.036612896,6.090837995,6.106237319,6.064226621,5.882345737,5.959157076
FENDRR,5.830845335,5.856327349,5.887437872,5.892581487,5.839941257,5.907765895
ZSWIM6,9.65463728,9.120065616,9.059894815,9.739576881,9.497824726,10.05372518
AOX2P,5.961408004,6.075455909,5.956238888,6.119815308,6.015422684,5.959157076
MAGI2-AS3,5.806526395,5.672311276,5.813432792,5.83561703,5.812112834,5.774956783
FENDRR,5.865830106,5.937125414,5.898674442,5.892581487,5.753876715,5.959157076
STXBP5-AS1,6.445771379,6.255594865,6.56214405,6.567108393,6.602534285,7.478734835
OXR1,6.803512859,5.808807715,5.910578133,5.877936662,5.868231332,5.891332024
FENDRR,5.85468998,5.844109082,5.813432792,5.877936662,5.868231332,5.924218326
TSTD3,7.206546801,6.887586012,7.228289462,6.425461452,5.999274913,6.119222454
CRNDE,6.009676349,5.977851966,5.887437872,5.920343993,5.812112834,5.924218326
MIAT,6.365859717,6.709260885,6.377011906,6.503246262,6.311728585,6.036675687
KIAA1671,5.830845335,5.903158455,5.838429243,5.86384962,5.825803519,5.793579982
RPS6KA5,7.348873422,7.391280291,7.790543895,6.768779612,7.536835438,7.623458149
EWSAT1,5.898674442,5.937125414,5.956238888,6.091805284,6.174483166,5.996630517
ERVMER34-1,6.746110983,7.11003938,7.313731595,7.308228364,6.730397149,6.569106721
ZNF254,6.636945428,6.963069293,6.732724468,6.970171472,6.558431418,6.569106721
MCF2L,7.071990762,6.744266632,6.544765538,6.676490868,6.932197699,6.999798549
ZNF83,14.58695197,14.1179957,12.79905766,12.75316406,15.4781067,14.72934728
SEC14L1,9.008050348,8.74765828,7.988875272,8.49539531,9.272934618,9.350009351
CDKN2B-AS1,5.979812705,5.98821365,5.863283267,5.976870596,5.868231332,5.891332024
MIAT,6.170196613,6.567412665,6.433901087,6.535775029,6.376912714,6.601940317
CA5BP1,6.357991521,6.402451508,6.289241374,6.459536762,6.285335884,6.413397987
C17orf51,6.906607002,6.97874297,6.53916966,7.062231049,6.899719259,7.039365435
TWIST2,5.877025172,6.007179145,5.78814491,5.83561703,5.868231332,5.924218326
PVT1,9.414251802,9.724829276,9.011664509,9.644071263,9.47798802,9.661395083
MIR143HG,7.658083834,7.204508119,6.56214405,6.597052017,7.996400768,7.854347384
SNHG5,10.97338525,12.0375521,10.6899624,9.237098931,10.69284897,11.24976149
SNHG6,11.37259264,11.66203092,12.0930145,10.6496456,11.1357821,10.26001135
SPIN3,6.108807877,6.153327337,6.22891458,6.091805284,6.113459092,5.858247127
H19,6.12561242,6.130268705,6.114113827,6.280306529,5.924896962,6.286867674
UBE2E3,6.796818163,6.727093673,6.512441133,8.030363587,7.002405001,7.360244986
PTPN14,5.735738129,5.758071446,5.706400592,5.920343993,5.896738564,5.959157076
XIST,11.47160953,11.73923422,5.999661492,5.920343993,10.36379605,5.959157076
MIR143HG,6.045439524,5.968008097,5.887437872,6.035419353,5.95378038,6.226054025
GALNT9,6.082285609,6.138015448,6.020955803,6.119815308,6.015422684,6.099279859
MALAT1,8.11137037,7.890815706,8.725728935,7.993508502,8.435887442,7.788214841
HAR1A,5.85468998,5.784298227,5.945911629,5.83561703,5.782913898,5.959157076
KHDC1,7.376919043,6.934541599,6.836023107,6.838726523,7.112245713,8.111280935
RNF139-AS1,6.822648025,7.046648357,7.136031528,7.00195484,6.480253338,6.482905649
SMIM13,7.50952042,7.811429648,8.105530595,7.08514979,7.121096677,6.601940317
HOTAIR,6.651266788,6.462320895,6.399744579,6.401257184,6.416393162,6.702884867
HAR1A,7.535469681,7.463074616,7.399360204,7.00982845,7.407030862,7.451793838
AATBC,6.453599639,6.709260885,6.666381052,6.838726523,6.66550829,6.465029678
TUG1,6.483619786,6.369752859,6.944849906,6.304967015,6.311728585,6.142165115
THAP9-AS1,5.979812705,5.968008097,6.281684728,6.148657852,6.258532103,6.078142863
HOTAIR,5.990354894,5.957963986,6.067917994,6.049801559,6.015422684,5.996630517
HIGD1A,6.796818163,6.862371499,7.310593172,7.062231049,7.192764681,7.205807064
OTUD6B-AS1,6.644875805,6.749371247,7.323865281,6.355980007,7.095675656,6.859765307
CLEC2D,10.77948778,11.14511833,11.59172235,10.36134773,10.62467731,9.766655472
PMF1,11.55013075,11.37111347,11.53465131,11.70815674,10.98208854,11.16869494
GNASAS,6.330980615,6.449690819,6.525520575,6.470943279,6.441888677,6.915887734
ZNF90,12.45204502,12.81913483,12.9177281,11.65963122,11.89250026,11.63276253
ANKRD20A12P,5.779991393,5.947649111,5.934162273,5.806894594,5.868231332,5.793579982
MSN,7.130040815,6.396151892,6.550537693,7.327603833,7.45392306,8.304325175
ANP32AP1,11.73590139,11.64279019,11.00068967,11.35375608,11.68760782,11.96777203
SEPT7-AS1,12.2261169,12.23403237,11.81079739,12.12941159,12.302602,13.01560657
IPO7,8.477628123,8.855996323,9.063038657,8.467561823,8.769651278,8.355001721
DST,6.179894579,6.186361595,6.07795982,6.164001516,6.047061249,6.286867674
PIEZO1,15.68384084,15.95641329,15.55735333,15.65312159,15.95012453,15.62846358
FAM199X,6.803512859,6.794666312,7.356388954,6.636344745,6.881760562,6.718606058
BRK1,12.87462944,13.00009799,13.02207733,13.08537654,12.70080242,13.0048047
ANKRD33B,7.439735794,7.341953856,7.313731595,7.708192061,8.021903932,8.28177434
FAM105A,6.390488103,6.555892598,6.556045929,6.856763244,6.467034636,6.342861747
THAP9-AS1,6.090475095,6.107612838,6.447661595,6.006922777,6.232153355,5.907765895
NUP50-AS1,7.146950307,6.987491244,7.216877334,6.778161436,7.292143983,7.413742633
TLE1,6.298409298,6.248591476,6.281684728,6.470943279,6.480253338,6.306478114
RNF213,8.82914051,8.298445508,8.155992683,9.246827071,10.57176414,8.76830481
CCDC149,6.459934824,6.668043926,6.732724468,6.768779612,6.66550829,6.635909611
NFU1,7.500636927,7.527761714,8.107766242,7.472493452,7.171748536,7.403699745
RPS24,6.143944061,5.947649111,6.147001052,5.920343993,6.130268705,5.924218326
TAPT1-AS1,7.042057835,6.627596198,6.709044208,6.401257184,6.838672504,6.766585499
MIR221,5.877025172,5.856327349,5.934162273,5.920343993,5.812112834,5.858247127
TRIM66,6.135085967,6.218601001,6.164576255,6.203354703,6.080398479,5.924218326
PSMD14,6.415137878,6.703755086,6.77304479,6.986565169,6.416393162,6.324643203
MIR4458HG,6.282002587,6.248591476,6.347956392,6.217105764,6.245525259,6.078142863
BMPR1A,6.513817579,6.497805988,6.648085111,6.148657852,6.326467741,5.996630517
ZNF37BP,8.232191267,8.580514262,8.25072808,8.269737763,8.037472353,7.496842248
ARPC2,10.53415763,10.22284059,10.69722511,9.860128092,9.933959296,10.07685661
SPG20-AS1,6.298409298,6.354116856,6.180803981,6.189584265,6.298278363,6.448322586
NUDT3,8.274537829,8.553483876,8.47061524,8.20165129,7.82083076,8.051181664
PPA1,9.103990209,9.676691269,9.511835909,9.510061902,9.101396037,8.227784317
RNF180,5.85468998,5.903158455,5.7994388,5.79097668,5.812112834,5.774956783
CYP1B1-AS1,6.690965556,6.898717801,7.114894813,6.955085082,6.49284866,8.135749513
SOCS2-AS1,7.386139509,7.204508119,6.622585059,7.264020146,7.709531789,7.0797208
MCF2L,5.85468998,5.926049911,6.020955803,7.11638094,6.145487923,5.959157076
STRN,6.858753475,6.825231203,6.847379363,6.81982307,6.799780976,6.569106721
PCAT19,5.85468998,5.784298227,5.863283267,5.906254625,5.753876715,5.858247127
LMCD1-AS1,5.877025172,5.880002909,5.934162273,5.992622443,5.95378038,6.359799489
FAM200B,7.242758862,6.783409685,7.43278633,7.338188669,7.573695758,7.640136351
CDCA7L,6.213916291,6.409572524,6.304054379,6.229628833,6.454304924,6.24576971
COX5A,11.74795407,12.08753079,12.31023197,12.60527628,11.5094919,11.20244001
ZNF37A,8.823838005,9.110705106,9.396933431,8.049766804,8.567312324,7.788214841
GBP1P1,5.865830106,5.937125414,5.838429243,5.976870596,7.335064765,5.761114825
WDR82,11.27448589,11.1467782,11.15149635,10.77726998,11.05335525,10.6090118
BAIAP2-AS1,6.719721075,7.094560168,6.885356283,6.768779612,6.66550829,6.845247901
Q7Z2X8,7.815406074,7.351841438,7.723319538,7.472493452,7.482116352,8.174779406
GGACT,6.090475095,6.153327337,6.147001052,6.255028288,6.174483166,5.891332024
KANSL1-AS1,8.993502479,10.37289224,8.68670806,10.6496456,8.355675089,11.14927215
CASC15,7.333442768,7.730984283,8.763978168,6.65615902,8.491598252,10.64514308
C8orf46,6.017523953,6.090837995,6.020955803,6.006922777,5.896738564,6.078142863
SETD1B,6.151878803,6.218601001,6.197749982,6.177333808,6.20321485,6.142165115
ATF7IP2,7.922771182,7.960568714,8.486389661,7.327603833,7.720048672,7.252563927
SSB,8.729977499,9.137307693,9.913505983,9.546565131,9.717112084,8.444189559
C11orf74,6.036612896,6.007179145,6.212610734,6.064226621,6.015422684,5.996630517
MLX,7.926130678,7.790543895,7.962346492,8.187023193,7.648696439,8.32496158
CIC,9.396419737,9.379054914,9.109052637,9.333511553,9.633455835,9.832595049
NDUFAF2,7.088500383,7.433716451,7.684753524,7.487650451,7.051861311,6.999798549
SMIM2-AS1,6.913632976,6.946688917,6.666381052,6.636344745,7.086393905,7.106454356
FLJ40288,7.077921843,7.359931362,7.082050012,7.153233377,7.407030862,7.757818476
SNHG20,7.409578711,7.616175869,7.66618331,8.330567936,7.788326722,7.819179943
ZEB1-AS1,6.445771379,6.475420532,6.788564342,6.514516581,6.770819412,6.999798549
MIR503HG,6.264093752,6.291584866,6.244873187,6.304967015,6.311728585,6.394707409
APTR,7.731391669,7.535647413,7.938315113,7.448670788,7.940036586,8.0956569
NASP,6.899408536,6.982431206,6.859534601,6.994442171,6.932197699,6.552559091
LPP,5.971165449,6.186361595,6.147001052,6.148657852,6.298278363,6.119222454
CDHR3,6.248076373,6.449690819,6.533173735,6.078966267,6.015422684,5.858247127
MPRIP,6.31388043,6.369752859,6.912606919,6.329699984,6.569193542,5.874076417
ZNF737,5.979812705,6.075455909,6.188115168,5.892581487,5.839941257,5.858247127
ARHGAP32,7.01948731,6.969102614,6.847379363,6.921339235,7.103774713,7.0797208
SMAD4,10.17186212,10.17471795,10.1478545,9.872607805,10.21154676,9.957200505
FTL,14.04829437,13.94138401,14.19881701,14.90382238,14.39730538,15.15834074
ZNF805,7.288470488,7.317031241,7.524216952,6.896903046,6.848238222,6.8152367
USP2-AS1,11.34621808,10.84814952,9.098368608,8.796834528,11.50388783,10.86910411
TUG1,6.644875805,6.490191656,6.859534601,6.304967015,6.363408641,6.163311527
RPL5,12.20326562,12.75192282,13.1091426,10.99899883,11.46150831,11.06269137
FAM228B,6.572099034,6.567412665,7.190353679,7.131335035,7.095675656,7.308618434
KPNA4,7.55783553,7.463074616,7.62413735,7.174233615,7.527694701,7.606288762
CRHR1-IT1,7.174490448,7.575663382,7.392041242,7.297813584,7.482116352,7.229416111
KTN1-AS1,5.841882949,6.025139231,5.999661492,5.892581487,5.924896962,5.858247127
OR2F2,6.072090164,6.153327337,6.087386751,6.006922777,6.232153355,6.036675687
ACBD7,5.792539224,5.937125414,5.863283267,6.006922777,6.032273723,6.078142863
SYS1,7.856163063,7.895765591,8.075925963,8.626822338,8.245766528,7.99952887
